Program started...
Building Faulty versions for project javaparser
Building next faulty Version javaparser-214 with 6 faults, 146 failures, 923 passing Test Cases and 2535 relevant methods.
Building next faulty Version javaparser-215 with 6 faults, 101 failures, 968 passing Test Cases and 2315 relevant methods.
INFO: Writing all faulty versions to file C:\study\SWDiag\sharedFolder_UbuntuVM\MA\pit_data\notyetanalyzed\javaparser\pit-data\faulty-versions-25.xml
Building next faulty Version javaparser-216 with 7 faults, 567 failures, 502 passing Test Cases and 2921 relevant methods.
Building next faulty Version javaparser-217 with 7 faults, 43 failures, 1026 passing Test Cases and 2186 relevant methods.
Building next faulty Version javaparser-218 with 7 faults, 139 failures, 930 passing Test Cases and 2558 relevant methods.
INFO: Writing all faulty versions to file C:\study\SWDiag\sharedFolder_UbuntuVM\MA\pit_data\notyetanalyzed\javaparser\pit-data\faulty-versions-26.xml
Building next faulty Version javaparser-219 with 8 faults, 587 failures, 482 passing Test Cases and 2927 relevant methods.
Building next faulty Version javaparser-220 with 8 faults, 188 failures, 881 passing Test Cases and 2711 relevant methods.
Building next faulty Version javaparser-221 with 8 faults, 368 failures, 701 passing Test Cases and 2549 relevant methods.
INFO: Writing all faulty versions to file C:\study\SWDiag\sharedFolder_UbuntuVM\MA\pit_data\notyetanalyzed\javaparser\pit-data\faulty-versions-27.xml
Building next faulty Version javaparser-222 with 9 faults, 315 failures, 754 passing Test Cases and 2688 relevant methods.
Building next faulty Version javaparser-223 with 9 faults, 374 failures, 695 passing Test Cases and 2771 relevant methods.
Building next faulty Version javaparser-224 with 9 faults, 490 failures, 579 passing Test Cases and 2859 relevant methods.
INFO: Writing all faulty versions to file C:\study\SWDiag\sharedFolder_UbuntuVM\MA\pit_data\notyetanalyzed\javaparser\pit-data\faulty-versions-28.xml
Building next faulty Version javaparser-225 with 10 faults, 509 failures, 560 passing Test Cases and 2808 relevant methods.
Building next faulty Version javaparser-226 with 10 faults, 335 failures, 734 passing Test Cases and 2779 relevant methods.
Building next faulty Version javaparser-227 with 10 faults, 266 failures, 803 passing Test Cases and 2769 relevant methods.
INFO: Writing all faulty versions to file C:\study\SWDiag\sharedFolder_UbuntuVM\MA\pit_data\notyetanalyzed\javaparser\pit-data\faulty-versions-29.xml
Building next faulty Version javaparser-228 with 11 faults, 204 failures, 865 passing Test Cases and 2633 relevant methods.
Building next faulty Version javaparser-229 with 11 faults, 203 failures, 866 passing Test Cases and 2508 relevant methods.
Building next faulty Version javaparser-230 with 11 faults, 175 failures, 894 passing Test Cases and 2502 relevant methods.
